locus_tag	ftype	gene	EC_number	product
BDKBJLID_00869	CDS			Permease of the drug/metabolite transporter (DMT) superfamily protein
BDKBJLID_00869	gene			
BDKBJLID_00870	CDS		2.3.3.13	2-isopropylmalate synthase
BDKBJLID_00870	gene			
BDKBJLID_00871	CDS			transcriptional regulator, AsnC family
BDKBJLID_00871	gene			
BDKBJLID_00872	CDS			ChrR Cupin-like domain-containing protein
BDKBJLID_00872	gene			
BDKBJLID_00873	CDS			NADPH:quinone reductase
BDKBJLID_00873	gene			
BDKBJLID_00874	CDS			patatin
BDKBJLID_00874	gene			
BDKBJLID_00875	CDS			putative metal-dependent phosphohydrolase
BDKBJLID_00875	gene			
BDKBJLID_00876	CDS		3.6.1.55	8-oxo-dGTP diphosphatase
BDKBJLID_00876	gene			
BDKBJLID_00877	CDS		3.6.4.-	ATP-dependent helicase IRC3
BDKBJLID_00877	gene			
BDKBJLID_00878	CDS			iron-binding protein
BDKBJLID_00878	gene			
BDKBJLID_00879	CDS			hypothetical protein
BDKBJLID_00879	gene			
BDKBJLID_00880	CDS			diguanylate cyclase
BDKBJLID_00880	gene			
BDKBJLID_00881	CDS			carbonic anhydrase
BDKBJLID_00881	gene			
BDKBJLID_00882	CDS	sqr		putative sulfide-quinone reductase /FAD-dependent pyridine nucleotide-disulfide oxidoreductase
BDKBJLID_00882	gene	sqr		
BDKBJLID_00883	CDS			putative Ig domain protein group 2 domain protein
BDKBJLID_00883	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00884	CDS			hypothetical protein
BDKBJLID_00884	gene			
BDKBJLID_00885	CDS			putative diguanylate phosphodiesterase
BDKBJLID_00885	gene			
BDKBJLID_00886	CDS	queA		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BDKBJLID_00886	gene	queA		
BDKBJLID_00887	CDS			SAM-dependent methyltransferase
BDKBJLID_00887	gene			
BDKBJLID_00888	CDS			hypothetical protein
BDKBJLID_00888	gene			
BDKBJLID_00889	CDS			multiple antibiotic transporter
BDKBJLID_00889	gene			
BDKBJLID_00890	CDS			hypothetical protein
BDKBJLID_00890	gene			
BDKBJLID_00891	CDS			hypothetical protein
BDKBJLID_00891	gene			
BDKBJLID_00892	CDS			multi-sensor signal transduction histidine kinase
BDKBJLID_00892	gene			
BDKBJLID_00893	CDS			putative two component, sigma54 specific, transcriptional regulator, Fis family
BDKBJLID_00893	gene			
BDKBJLID_00894	CDS	fabH		3-oxoacyl-(acyl-carrier-protein) synthase III
BDKBJLID_00894	gene	fabH		
BDKBJLID_00895	CDS			DNA uptake lipoprotein
BDKBJLID_00895	gene			
BDKBJLID_00896	CDS			siroheme synthase
BDKBJLID_00896	gene			
BDKBJLID_00897	CDS			hypothetical protein
BDKBJLID_00897	gene			
BDKBJLID_00898	tRNA			tRNA-Leu(gag)
BDKBJLID_00898	gene			
BDKBJLID_00899	CDS			chemotaxis protein
BDKBJLID_00899	gene			
BDKBJLID_00900	CDS	umpS		orotate phosphoribosyltransferase
BDKBJLID_00900	gene	umpS		
BDKBJLID_00901	CDS			hypothetical protein
BDKBJLID_00901	gene			
BDKBJLID_00902	CDS			putative penicillin binding protein
BDKBJLID_00902	gene			
BDKBJLID_00903	CDS			glyceraldehyde-3-phosphate dehydrogenase
BDKBJLID_00903	gene			
BDKBJLID_00904	CDS	pgk		3-phosphoglycerate kinase
BDKBJLID_00904	gene	pgk		
BDKBJLID_00905	CDS			triosephosphate isomerase
BDKBJLID_00905	gene			
BDKBJLID_00906	CDS			preprotein translocase SecG subunit
BDKBJLID_00906	gene			
BDKBJLID_00907	CDS			peptide/nickel transport system substrate-binding protein
	sig_peptide			putative signal peptide
BDKBJLID_00907	gene			
BDKBJLID_00908	CDS			putative oligopeptide ABC transporter, permease protein
BDKBJLID_00908	gene			
BDKBJLID_00909	CDS			ABC-type dipeptide/oligopeptide/nickel transport system, permease component
BDKBJLID_00909	gene			
BDKBJLID_00910	CDS	cbbZ	3.1.3.18	phosphoglycolate phosphatase
BDKBJLID_00910	gene	cbbZ		
BDKBJLID_00911	CDS			putative arylamine N-acetyltransferase
BDKBJLID_00911	gene			
BDKBJLID_00912	CDS			Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter
BDKBJLID_00912	gene			
BDKBJLID_00913	CDS			F0F1-type ATP synthase, subunit a
BDKBJLID_00913	gene			
BDKBJLID_00914	CDS			ATP synthase F0, subunit C
BDKBJLID_00914	gene			
BDKBJLID_00915	CDS			F0F1-type ATP synthase, subunit b
BDKBJLID_00915	gene			
BDKBJLID_00916	CDS			putative ATP synthase F1, delta subunit
BDKBJLID_00916	gene			
BDKBJLID_00917	CDS	atpA		F0F1-type ATP synthase, alpha subunit
BDKBJLID_00917	gene	atpA		
BDKBJLID_00918	CDS			F0F1-type ATP synthase, gamma subunit
BDKBJLID_00918	gene			
BDKBJLID_00919	CDS			F0F1-type ATP synthase, beta subunit
BDKBJLID_00919	gene			
BDKBJLID_00920	CDS			F0F1-type ATP synthase, epsilon subunit
BDKBJLID_00920	gene			
BDKBJLID_00921	CDS	gloB		Zn-dependent hydrolase
BDKBJLID_00921	gene	gloB		
BDKBJLID_00922	CDS			hypothetical protein
BDKBJLID_00922	gene			
BDKBJLID_00923	tRNA			tRNA-Pro(tgg)
BDKBJLID_00923	gene			
BDKBJLID_00924	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_00924	gene			
BDKBJLID_00925	CDS			putative two component transcriptional regulator, winged helix family
BDKBJLID_00925	gene			
BDKBJLID_00926	CDS	kdpD1		putative periplasmic sensor signal transduction histidine kinase
BDKBJLID_00926	gene	kdpD1		
BDKBJLID_00927	CDS			Heavy-metal resistance
BDKBJLID_00927	gene			
BDKBJLID_00928	CDS	tetH1		putative outer membrane protein
BDKBJLID_00928	gene	tetH1		
BDKBJLID_00929	CDS			dienelactone hydrolase
BDKBJLID_00929	gene			
BDKBJLID_00930	CDS			putative major facilitator superfamily transporter
BDKBJLID_00930	gene			
BDKBJLID_00931	CDS			serine/threonine protein phosphatase
BDKBJLID_00931	gene			
BDKBJLID_00932	CDS			UDP-N-acetylglucosamine
BDKBJLID_00932	gene			
BDKBJLID_00933	CDS			CHAD domain-containing protein
BDKBJLID_00933	gene			
BDKBJLID_00934	CDS			putative glyoxalase (GloA)
BDKBJLID_00934	gene			
BDKBJLID_00935	CDS	acsA_2		acyl-coenzyme A synthetase
BDKBJLID_00935	gene	acsA_2		
BDKBJLID_00936	CDS	thiG		thiazole biosynthesis protein thiG
BDKBJLID_00936	gene	thiG		
BDKBJLID_00937	CDS			thiamine monophosphate synthase
BDKBJLID_00937	gene			
BDKBJLID_00938	CDS			Peptidase family M23
	sig_peptide			putative signal peptide
BDKBJLID_00938	gene			
BDKBJLID_00939	CDS		2.7.1.49	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BDKBJLID_00939	gene			
BDKBJLID_00940	CDS			diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_00940	gene			
BDKBJLID_00941	CDS			threonyl-tRNA synthetase
BDKBJLID_00941	gene			
BDKBJLID_00942	CDS			translation initiation factor 3 IF-3
BDKBJLID_00942	gene			
BDKBJLID_00943	CDS			large subunit ribosomal protein L35
BDKBJLID_00943	gene			
BDKBJLID_00944	CDS	rplT		ribosomal protein L20
BDKBJLID_00944	gene	rplT		
BDKBJLID_00945	CDS	pheT		phenylalanyl-tRNA synthetase beta subunit
BDKBJLID_00945	gene	pheT		
BDKBJLID_00946	CDS	pheS		phenylalanyl-tRNA synthetase alpha subunit
BDKBJLID_00946	gene	pheS		
BDKBJLID_00947	CDS			ABC-type oligopeptide transport system, ATPase component
BDKBJLID_00947	gene			
BDKBJLID_00948	CDS			ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
BDKBJLID_00948	gene			
BDKBJLID_00949	CDS			6-pyruvoyl-tetrahydropterin synthase
BDKBJLID_00949	gene			
BDKBJLID_00950	CDS			lipoprotein
BDKBJLID_00950	gene			
BDKBJLID_00951	CDS			putative glycosyl hydrolase, BNR repeat protein
BDKBJLID_00951	gene			
BDKBJLID_00952	CDS	fur		ferric uptake regulator protein Fur family protein
BDKBJLID_00952	gene	fur		
BDKBJLID_00953	CDS			ribosomal protein L21
BDKBJLID_00953	gene			
BDKBJLID_00954	CDS	rpmA		ribosomal protein L27
BDKBJLID_00954	gene	rpmA		
BDKBJLID_00955	CDS			putative GTP binding protein
BDKBJLID_00955	gene			
BDKBJLID_00956	CDS			glutamate 5-kinase
BDKBJLID_00956	gene			
BDKBJLID_00957	CDS	proA		gamma-glutamyl phosphate reductase
BDKBJLID_00957	gene	proA		
BDKBJLID_00958	CDS			putative nicotinate-nucleotide adenylyltransferase
BDKBJLID_00958	gene			
BDKBJLID_00959	CDS			ribosome-associated protein
BDKBJLID_00959	gene			
BDKBJLID_00960	CDS	lapB		Lipopolysaccharide assembly protein B
BDKBJLID_00960	gene	lapB		
BDKBJLID_00961	CDS			putative amidophosphoribosyltransferases
BDKBJLID_00961	gene			
BDKBJLID_00962	CDS	dinG		ATP-dependent DNA helicase
BDKBJLID_00962	gene	dinG		
BDKBJLID_00963	CDS			transcriptional regulator LysR family protein
BDKBJLID_00963	gene			
BDKBJLID_00964	CDS			AAA domain-containing protein
BDKBJLID_00964	gene			
BDKBJLID_00965	CDS			hypothetical protein
BDKBJLID_00965	gene			
BDKBJLID_00966	CDS			integral membrane protein, interacts with FtsH
BDKBJLID_00966	gene			
BDKBJLID_00967	CDS		2.6.1.42	branched-chain amino acid aminotransferase
BDKBJLID_00967	gene			
BDKBJLID_00968	CDS			DNA polymerase I
BDKBJLID_00968	gene			
BDKBJLID_00969	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_00969	gene			
BDKBJLID_00970	CDS			hypothetical protein
BDKBJLID_00970	gene			
BDKBJLID_00971	CDS			dephospho-CoA kinase
BDKBJLID_00971	gene			
BDKBJLID_00972	CDS	galU1		UTP-glucose-1-phosphate uridylyltransferase (GalU)
BDKBJLID_00972	gene	galU1		
BDKBJLID_00973	CDS	lon1	3.4.21.53	ATP-dependent proteinase. Serine peptidase. MEROPS family S16
BDKBJLID_00973	gene	lon1		
BDKBJLID_00974	CDS		2.7.4.16	thiamine-monophosphate kinase
BDKBJLID_00974	gene			
BDKBJLID_00975	CDS			hypothetical protein
BDKBJLID_00975	gene			
BDKBJLID_00976	CDS			peptidoglycan-associated lipoprotein
BDKBJLID_00976	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00977	CDS			outer membrane protein, OmpA/MotB family
BDKBJLID_00977	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00978	CDS			hypothetical protein
BDKBJLID_00978	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00979	CDS			exoribonuclease R
BDKBJLID_00979	gene			
BDKBJLID_00980	CDS			hypothetical protein
BDKBJLID_00980	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00981	CDS			hypothetical protein
BDKBJLID_00981	gene			
BDKBJLID_00982	CDS			hypothetical protein
BDKBJLID_00982	gene			
BDKBJLID_00983	CDS			uracil DNA glycosylase
BDKBJLID_00983	gene			
BDKBJLID_00984	CDS			putative transcriptional regulator, LuxR family
BDKBJLID_00984	gene			
BDKBJLID_00985	CDS			hypothetical protein
BDKBJLID_00985	gene			
BDKBJLID_00986	CDS			hypothetical protein
BDKBJLID_00986	gene			
BDKBJLID_00987	tRNA			tRNA-Met(cat)
BDKBJLID_00987	gene			
BDKBJLID_00988	CDS			putative dihydrolipoamide dehydrogenase
BDKBJLID_00988	gene			
BDKBJLID_00989	CDS			hypothetical protein
BDKBJLID_00989	gene			
BDKBJLID_00990	CDS			putative acid phosphatase
BDKBJLID_00990	gene			
BDKBJLID_00991	CDS			hypothetical protein
BDKBJLID_00991	gene			
BDKBJLID_00992	CDS			Peroxiredoxin family protein
BDKBJLID_00992	gene			
BDKBJLID_00993	CDS			TusA-related sulfurtransferase
BDKBJLID_00993	gene			
BDKBJLID_00994	CDS			putative metal dependent phosphohydrolase
BDKBJLID_00994	gene			
BDKBJLID_00995	CDS			putative anthranilate phosphoribosyltransferase
BDKBJLID_00995	gene			
BDKBJLID_00996	CDS			protein containing tetrapyrrole methyltransferase domain and MazG-like domain protein
BDKBJLID_00996	gene			
BDKBJLID_00997	CDS			hypothetical protein
BDKBJLID_00997	gene			
BDKBJLID_00998	CDS			putative sigma-54-specific transcriptional regulator, Fis family
BDKBJLID_00998	gene			
BDKBJLID_00999	tRNA			tRNA-Ser(cga)
BDKBJLID_00999	gene			
BDKBJLID_01000	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_01000	gene			
BDKBJLID_01001	tRNA			tRNA-Ser(tga)
BDKBJLID_01001	gene			
BDKBJLID_01002	tRNA			tRNA-Ser(gct)
BDKBJLID_01002	gene			
BDKBJLID_01003	CDS			potassium transporter KefA
BDKBJLID_01003	gene			
BDKBJLID_01004	CDS			putative peptide chain release factor 3
BDKBJLID_01004	gene			
BDKBJLID_01005	CDS			putative peptide chain release factor 3
BDKBJLID_01005	gene			
BDKBJLID_01006	CDS	recR		putative recombination protein RecR
BDKBJLID_01006	gene	recR		
BDKBJLID_01007	CDS			Nucleoid-associated protein
BDKBJLID_01007	gene			
BDKBJLID_01008	CDS			putative DNA polymerase III, gamma/tau subunits
BDKBJLID_01008	gene			
BDKBJLID_01009	misc_RNA			Bacteria_large_SRP
BDKBJLID_01009	gene			
BDKBJLID_01010	misc_RNA			Bacteria_small_SRP
BDKBJLID_01010	gene			
BDKBJLID_01011	tRNA			tRNA-Ser(gga)
BDKBJLID_01011	gene			
BDKBJLID_01012	CDS			hypothetical protein
BDKBJLID_01012	gene			
BDKBJLID_01013	CDS			hypothetical protein
BDKBJLID_01013	gene			
BDKBJLID_01014	CDS			DsrE/DsrF-like family protein
BDKBJLID_01014	gene			
BDKBJLID_01015	CDS			SirA, predicted redox protein, regulator of disulfide bond formation
BDKBJLID_01015	gene			
BDKBJLID_01016	CDS			hypothetical protein
BDKBJLID_01016	gene			
BDKBJLID_01017	CDS			hypothetical protein
BDKBJLID_01017	gene			
BDKBJLID_01018	CDS			hypothetical protein
BDKBJLID_01018	gene			
BDKBJLID_01019	CDS			hypothetical protein
BDKBJLID_01019	gene			
BDKBJLID_01020	CDS			outer membrane efflux protein
BDKBJLID_01020	gene			
BDKBJLID_01021	CDS			secretion protein (HlyD)
BDKBJLID_01021	gene			
BDKBJLID_01022	CDS			secretion protein (HlyD)
BDKBJLID_01022	gene			
BDKBJLID_01023	CDS			heavy metal efflux pump (CzcA)
BDKBJLID_01023	gene			
BDKBJLID_01024	CDS			aromatic ring-opening dioxygenase LigB
BDKBJLID_01024	gene			
BDKBJLID_01025	CDS			putative DnaK suppressor protein
BDKBJLID_01025	gene			
BDKBJLID_01026	CDS			NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
BDKBJLID_01026	gene			
BDKBJLID_01027	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_01027	gene			
BDKBJLID_01028	CDS			putative diaminopimelate epimerase
BDKBJLID_01028	gene			
BDKBJLID_01029	CDS			hypothetical protein
BDKBJLID_01029	gene			
BDKBJLID_01030	CDS			GGDEF domain-containing protein, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
BDKBJLID_01030	gene			
BDKBJLID_01031	CDS			NHL repeat domain protein
BDKBJLID_01031	gene			
BDKBJLID_01032	CDS			putative SAM dependent methyltransferase
BDKBJLID_01032	gene			
BDKBJLID_01033	CDS			tRNA (adenine-N(1)-)-methyltransferase
BDKBJLID_01033	gene			
BDKBJLID_01034	CDS			hypothetical protein
BDKBJLID_01034	gene			
BDKBJLID_01035	CDS	moeB1		putative rhodanese-like domain protein
BDKBJLID_01035	gene	moeB1		
BDKBJLID_01036	CDS			hypothetical protein
BDKBJLID_01036	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01037	CDS			putative ABC transporter, periplasmic component
BDKBJLID_01037	gene			
BDKBJLID_01038	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_01038	gene			
BDKBJLID_01039	CDS			methyl-accepting chemotaxis protein
BDKBJLID_01039	gene			
BDKBJLID_01040	CDS		5.2.1.8	peptidyl-prolyl cis-trans isomerase D
BDKBJLID_01040	gene			
BDKBJLID_01041	CDS			hypothetical protein
BDKBJLID_01041	gene			
BDKBJLID_01042	CDS			hypothetical protein
BDKBJLID_01042	gene			
BDKBJLID_01043	CDS		2.1.2.10	aminomethyltransferase
BDKBJLID_01043	gene			
BDKBJLID_01044	CDS		2.1.2.10	aminomethyltransferase
BDKBJLID_01044	gene			
BDKBJLID_01045	CDS			putative glycine cleavage system H protein
BDKBJLID_01045	gene			
BDKBJLID_01046	CDS			glycine dehydrogenase
BDKBJLID_01046	gene			
BDKBJLID_01047	CDS			glycine dehydrogenase (Decarboxylating) subunit 2
BDKBJLID_01047	gene			
BDKBJLID_01048	CDS	lplA		putative lipoate protein ligase
BDKBJLID_01048	gene	lplA		
BDKBJLID_01049	CDS			hypothetical protein
BDKBJLID_01049	gene			
BDKBJLID_01050	CDS			HDIG domain-containing protein
BDKBJLID_01050	gene			
BDKBJLID_01051	CDS			putative metal dependent phosphohydrolase
BDKBJLID_01051	gene			
BDKBJLID_01052	CDS	yjeS	1.17.99.6	epoxyqueuosine reductase
BDKBJLID_01052	gene	yjeS		
BDKBJLID_01053	CDS			putative sigma-54-specific transcriptional regulator, Fis family
BDKBJLID_01053	gene			
BDKBJLID_01054	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_01054	gene			
BDKBJLID_01055	CDS			putative PAS/PAC sensor signal transduction histidine kinase
BDKBJLID_01055	gene			
BDKBJLID_01056	CDS			putative PAS/PAC sensor signal transduction histidine kinase
BDKBJLID_01056	gene			
BDKBJLID_01057	CDS			Putative two component, sigma54 specific, transcriptional regulator, Fis family
BDKBJLID_01057	gene			
BDKBJLID_01058	CDS			putative flagellar basal-body rod protein FlgB
BDKBJLID_01058	gene			
BDKBJLID_01059	CDS	flgC		putative flagellar basal-body rod protein FlgC
BDKBJLID_01059	gene	flgC		
BDKBJLID_01060	CDS	fliE		putative flagellar basal body protein FliE
BDKBJLID_01060	gene	fliE		
BDKBJLID_01061	CDS			putative flagellar M-ring protein FliF
BDKBJLID_01061	gene			
BDKBJLID_01062	CDS			putative flagellar motor switch protein FliG
BDKBJLID_01062	gene			
BDKBJLID_01063	CDS	fliH		putative flagellar assembly protein
BDKBJLID_01063	gene	fliH		
BDKBJLID_01064	CDS			flagellum-specific ATP synthase FliI
BDKBJLID_01064	gene			
BDKBJLID_01065	CDS			flagellar export protein FliJ
BDKBJLID_01065	gene			
BDKBJLID_01066	CDS			hypothetical protein
BDKBJLID_01066	gene			
BDKBJLID_01067	CDS			hook-length control protein FliK
BDKBJLID_01067	gene			
BDKBJLID_01068	CDS			putative flagellar hook capping protein FlgD
BDKBJLID_01068	gene			
BDKBJLID_01069	CDS			putative flagellar hook protein FlgE
BDKBJLID_01069	gene			
BDKBJLID_01070	CDS	fliL		putative flagellar basal body-associated protein FliL
BDKBJLID_01070	gene	fliL		
BDKBJLID_01071	CDS			flagellar motor switch protein FliN
BDKBJLID_01071	gene			
BDKBJLID_01072	CDS			flagellar protein FliO/FliZ
BDKBJLID_01072	gene			
BDKBJLID_01073	CDS	fliP		putative flagellar biosynthesis protein FliP
BDKBJLID_01073	gene	fliP		
BDKBJLID_01074	CDS			flagellar biosynthesis protein FliQ
BDKBJLID_01074	gene			
BDKBJLID_01075	CDS			flagellar biosynthetic protein FliR
BDKBJLID_01075	gene			
BDKBJLID_01076	CDS	flhB		flagellar biosynthesis protein FlhB
BDKBJLID_01076	gene	flhB		
BDKBJLID_01077	CDS	flhA		putative flagellar biosynthetic protein FlhA
BDKBJLID_01077	gene	flhA		
BDKBJLID_01078	CDS			flagellar biosynthesis regulator FlhF
BDKBJLID_01078	gene			
BDKBJLID_01079	CDS			flagellar biosynthesis protein FlhG
BDKBJLID_01079	gene			
BDKBJLID_01080	CDS	fliA		putative RNA polymerase sigma 70 factor
BDKBJLID_01080	gene	fliA		
BDKBJLID_01081	CDS		2.1.1.80	chemotaxis protein methyltransferase CheR
BDKBJLID_01081	gene			
BDKBJLID_01082	CDS	cheY3		putative chemotaxis regulator protein CheY
BDKBJLID_01082	gene	cheY3		
BDKBJLID_01083	CDS	cheA		putative chemotaxis protein histidine kinase CheA
BDKBJLID_01083	gene	cheA		
BDKBJLID_01084	CDS			putative chemotaxis regulator CheB
BDKBJLID_01084	gene			
BDKBJLID_01085	CDS			putative methyl-accepting chemotaxis protein
BDKBJLID_01085	gene			
BDKBJLID_01086	CDS			putative chemotaxis protein CheW
BDKBJLID_01086	gene			
BDKBJLID_01087	CDS			putative flagellar motor component MotA
BDKBJLID_01087	gene			
BDKBJLID_01088	CDS	motB1		putative flagellar motor protein OmpA/MotB
BDKBJLID_01088	gene	motB1		
BDKBJLID_01089	CDS			hypothetical protein
BDKBJLID_01089	gene			
BDKBJLID_01090	CDS			hypothetical protein
BDKBJLID_01090	gene			
BDKBJLID_01091	CDS			hypothetical protein
BDKBJLID_01091	gene			
BDKBJLID_01092	CDS			putative flagellar biosynthesis protein(flhB)
BDKBJLID_01092	gene			
BDKBJLID_01093	CDS	fabG		3-oxoacyl-[acyl-carrier-protein] reductase
BDKBJLID_01093	gene	fabG		
BDKBJLID_01094	CDS			hypothetical protein
BDKBJLID_01094	gene			
BDKBJLID_01095	CDS			hypothetical protein
BDKBJLID_01095	gene			
BDKBJLID_01096	CDS			hypothetical protein
BDKBJLID_01096	gene			
BDKBJLID_01097	CDS			hypothetical protein
BDKBJLID_01097	gene			
BDKBJLID_01098	CDS			hypothetical protein
BDKBJLID_01098	gene			
BDKBJLID_01099	CDS			aspartate aminotransferase
BDKBJLID_01099	gene			
BDKBJLID_01100	CDS			hypothetical protein
BDKBJLID_01100	gene			
BDKBJLID_01101	CDS			hypothetical protein
BDKBJLID_01101	gene			
BDKBJLID_01102	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_01102	gene			
BDKBJLID_01103	CDS	mutY		putative A/G-specific adenine glycosylase
BDKBJLID_01103	gene	mutY		
BDKBJLID_01104	CDS			putative glycosyl hydrolase, BNR repeat
BDKBJLID_01104	gene			
BDKBJLID_01105	CDS			hypothetical protein
BDKBJLID_01105	gene			
BDKBJLID_01106	CDS			YtxH-like protein
BDKBJLID_01106	gene			
BDKBJLID_01107	CDS			hypothetical protein
BDKBJLID_01107	gene			
BDKBJLID_01108	CDS			putative binding-protein-dependent transport systems inner membrane component
BDKBJLID_01108	gene			
BDKBJLID_01109	CDS			putative binding-protein-dependent transport systems inner membrane component
BDKBJLID_01109	gene			
BDKBJLID_01110	CDS			ABC transporter, ATP-binding protein
BDKBJLID_01110	gene			
BDKBJLID_01111	CDS			putative ABC transporter ATP-binding protein
BDKBJLID_01111	gene			
BDKBJLID_01112	CDS			hypothetical protein
BDKBJLID_01112	gene			
BDKBJLID_01113	CDS			DNA processing protein
BDKBJLID_01113	gene			
BDKBJLID_01114	CDS			DNA topoisomerase
BDKBJLID_01114	gene			
BDKBJLID_01115	CDS			DNA topoisomerase
BDKBJLID_01115	gene			
BDKBJLID_01116	CDS	gid_1	2.1.1.74	methylenetetrahydrofolate--tRNA-(uracil-5-)- methyltransferase
BDKBJLID_01116	gene	gid_1		
BDKBJLID_01117	CDS	gid_2	2.1.1.74	methylenetetrahydrofolate--tRNA-(uracil-5-)- methyltransferase
BDKBJLID_01117	gene	gid_2		
BDKBJLID_01118	CDS			putative phage integrase family protein
BDKBJLID_01118	gene			
BDKBJLID_01119	CDS			ATP-dependent protease, peptidase subunit HslV
BDKBJLID_01119	gene			
BDKBJLID_01120	CDS	hslU		heat shock protein HslU
BDKBJLID_01120	gene	hslU		
BDKBJLID_01121	CDS			putative acetylglutamate kinase
BDKBJLID_01121	gene			
BDKBJLID_01122	CDS			hypothetical protein
BDKBJLID_01122	gene			
BDKBJLID_01123	CDS		3.6.1.23	dUTP pyrophosphatase
BDKBJLID_01123	gene			
BDKBJLID_01124	CDS			tetrapyrrole methylase
BDKBJLID_01124	gene			
BDKBJLID_01125	CDS			pantoate--beta-alanine ligase
BDKBJLID_01125	gene			
BDKBJLID_01126	CDS			putative carbon-nitrogen hydrolase
BDKBJLID_01126	gene			
BDKBJLID_01127	CDS			DNA-binding transcriptional regulator, FrmR family
BDKBJLID_01127	gene			
